"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
741,"Campanha 741","2022-12-30","2023-01-08","46935.23","Publico Alvo 2","Sites de Notícias","Divulgação","24.12","6000000"
742,"Campanha 742","2023-04-28","2023-05-24","42249.80","?",NULL,"Promocional","1.94","1000000"
743,"Campanha 743","2024-04-24","2024-05-19","64051.40","Publico Alvo 4","Google","Mais Seguidores","2.69","2000000"
744,"Campanha 744","2025-04-26","2025-05-21","53092.40","Publico Alvo 5","Google","Divulgação","5.99","1000000"
745,"Campanha 745","2021-11-18","2021-12-13","53173.35","?",NULL,"Promocional","15.32","6000000"
746,"Campanha 746","2024-05-11","2024-05-30","94123.37","?","Redes Sociais","Mais Seguidores","22.47","9000000"
747,"Campanha 747","2024-09-25","2024-10-09",NULL,"?","Sites de Notícias",NULL,"6.81","8000000"
748,"Campanha 748","2022-03-04","2022-03-14","20095.83","Publico Alvo 4","Google","Promocional","28.03","6000000"
749,"Campanha 749","2023-11-23","2023-11-26","44604.73","?","Sites de Notícias","Promocional","7.17","4000000"
750,"Campanha 750","2024-06-23","2024-07-20","35984.41","Publico Alvo 1","Redes Sociais",NULL,"20.47","5000000"
751,"Campanha 751","2024-05-26","2024-06-04","74591.21","Publico Alvo 2","Redes Sociais",NULL,"22.52","1000000"
752,"Campanha 752","2021-11-29","2021-12-06","62314.03","Publico Alvo 3","Sites de Notícias","Promocional","13.41","4000000"
753,"Campanha 753","2022-01-20","2022-01-21","49801.76","Publico Alvo 4",NULL,"Promocional","17.12","5000000"
754,"Campanha 754","2023-02-02","2023-02-03",NULL,"Publico Alvo 5","Sites de Notícias","Divulgação","12.80","9000000"
755,"Campanha 755","2023-11-05","2023-11-06","74973.84","?","Google",NULL,"6.73","8000000"
756,"Campanha 756","2022-03-24","2022-04-22","53528.45","Publico Alvo 2","Sites de Notícias","Promocional","8.53","5000000"
757,"Campanha 757","2021-10-07","2021-10-24","93849.59","Publico Alvo 3","Sites de Notícias","Divulgação","2.28","10000000"
758,"Campanha 758","2023-11-19","2023-12-05",NULL,"?","Redes Sociais","Divulgação","20.31","7000000"
759,"Campanha 759","2023-02-24","2023-03-26","46998.97","Publico Alvo 5","Sites de Notícias",NULL,"16.34","4000000"
760,"Campanha 760","2024-01-25","2024-02-19","4681.06","Publico Alvo 1",NULL,"Divulgação","1.17","2000000"
761,"Campanha 761","2021-09-08","2021-09-28","53209.20","Publico Alvo 2","Google","Mais Seguidores","9.97","7000000"
762,"Campanha 762","2023-12-21","2023-12-25","47644.58","?","Sites de Notícias","Divulgação","20.29","4000000"
763,"Campanha 763","2022-03-22","2022-04-05","95265.93","?","Sites de Notícias","Divulgação","10.21","5000000"
764,"Campanha 764","2022-07-13","2022-07-16","6211.48","Publico Alvo 5","Redes Sociais","Mais Seguidores","16.60","2000000"
765,"Campanha 765","2021-10-09","2021-10-29","37578.89","Publico Alvo 1",NULL,NULL,"12.08","1000000"
766,"Campanha 766","2022-03-22","2022-04-05","79194.78","Publico Alvo 2",NULL,"Divulgação","17.30","10000000"
767,"Campanha 767","2023-05-01","2023-05-10","57887.78","Publico Alvo 3","Redes Sociais","Mais Seguidores","9.90","5000000"
768,"Campanha 768","2021-09-01","2021-09-17",NULL,"Publico Alvo 4",NULL,NULL,"12.71","8000000"
769,"Campanha 769","2023-11-26","2023-12-02","87059.16","Publico Alvo 5","Google","Promocional","29.84","9000000"
770,"Campanha 770","2023-05-16","2023-06-09","82081.28","?","Redes Sociais","Promocional","8.48","3000000"
771,"Campanha 771","2023-12-07","2023-12-13","34737.52","Publico Alvo 2","Redes Sociais","Divulgação","25.87","3000000"
772,"Campanha 772","2025-01-31","2025-02-16","62356.58","Publico Alvo 3","Redes Sociais",NULL,"1.04","2000000"
773,"Campanha 773","2025-04-11","2025-04-16","63568.71","Publico Alvo 4","Sites de Notícias","Mais Seguidores","1.22","10000000"
774,"Campanha 774","2022-12-15","2023-01-12",NULL,"Publico Alvo 5","Redes Sociais",NULL,"22.52","8000000"
775,"Campanha 775","2025-04-15","2025-05-01","5458.04","Publico Alvo 1","Google","Mais Seguidores","2.61","9000000"
776,"Campanha 776","2024-11-21","2024-11-25",NULL,"?","Sites de Notícias","Divulgação","5.79","10000000"
777,"Campanha 777","2021-09-20","2021-10-06","71142.52","Publico Alvo 3","Google",NULL,"13.25","4000000"
778,"Campanha 778","2023-02-26","2023-02-27","30325.65","Publico Alvo 4","Redes Sociais","Promocional","2.79","8000000"
779,"Campanha 779","2021-07-06","2021-08-04","82381.89","Publico Alvo 5","Google","Divulgação","2.18","9000000"
780,"Campanha 780","2021-12-23","2022-01-20","26215.18","Publico Alvo 1","Sites de Notícias","Mais Seguidores","2.94","7000000"
781,"Campanha 781","2021-08-28","2021-09-19","37762.21","Publico Alvo 2","Google",NULL,"21.11","10000000"
782,"Campanha 782","2021-12-21","2022-01-17",NULL,"Publico Alvo 3",NULL,"Promocional","27.31","3000000"
783,"Campanha 783","2024-11-16","2024-12-02","76928.97","Publico Alvo 4","Redes Sociais","Divulgação","12.16","1000000"
784,"Campanha 784","2022-10-11","2022-11-08","53422.84","Publico Alvo 5",NULL,"Promocional","20.39","10000000"
785,"Campanha 785","2024-04-14","2024-05-12","97776.73","Publico Alvo 1",NULL,"Promocional","3.16","3000000"
786,"Campanha 786","2023-06-30","2023-07-20","69203.47","?","Google",NULL,"13.68","9000000"
787,"Campanha 787","2025-04-08","2025-04-22","6560.03","Publico Alvo 3","Sites de Notícias","Mais Seguidores","13.72","6000000"
788,"Campanha 788","2021-08-29","2021-09-14",NULL,"Publico Alvo 4",NULL,"Divulgação","29.73","9000000"
789,"Campanha 789","2024-06-22","2024-06-23","39065.05","Publico Alvo 5","Google","Promocional","9.80","2000000"
790,"Campanha 790","2023-02-25","2023-03-02","63918.91","Publico Alvo 1",NULL,"Mais Seguidores","27.41","1000000"
791,"Campanha 791","2023-02-02","2023-02-07","77707.48","Publico Alvo 2","Google","Mais Seguidores","14.85","1000000"
792,"Campanha 792","2023-09-23","2023-10-01","23207.77","Publico Alvo 3","Sites de Notícias","Mais Seguidores","12.03","6000000"
793,"Campanha 793","2024-03-10","2024-03-23","76974.72","Publico Alvo 4","Google","Divulgação","5.29","6000000"
794,"Campanha 794","2024-05-08","2024-05-17","30716.68","Publico Alvo 5","Sites de Notícias","Mais Seguidores","17.27","2000000"
795,"Campanha 795","2022-06-30","2022-07-26",NULL,"?","Google","Divulgação","21.66","9000000"
796,"Campanha 796","2024-09-26","2024-10-21","14872.47","Publico Alvo 2",NULL,NULL,"13.94","8000000"
797,"Campanha 797","2022-04-06","2022-04-27","69492.45","?","Sites de Notícias",NULL,"4.21","3000000"
798,"Campanha 798","2025-04-12","2025-04-29","47120.76","?","Sites de Notícias","Promocional","28.82","9000000"
799,"Campanha 799","2023-11-27","2023-12-02","70117.63","Publico Alvo 5",NULL,"Promocional","21.17","1000000"
800,"Campanha 800","2022-04-27","2022-05-07","76790.03","Publico Alvo 1","Sites de Notícias","Mais Seguidores","27.05","7000000"
801,"Campanha 801","2025-04-10","2025-04-13","28348.11","Publico Alvo 2",NULL,NULL,"1.29","8000000"
802,"Campanha 802","2023-05-30","2023-06-05","5660.45","?","Google",NULL,"24.51","9000000"
803,"Campanha 803","2022-03-28","2022-03-30","7734.66","Publico Alvo 4","Google",NULL,"19.73","7000000"
804,"Campanha 804","2024-03-17","2024-03-23","3751.48","Publico Alvo 5","Redes Sociais",NULL,"21.67","9000000"
805,"Campanha 805","2022-05-15","2022-06-09","39892.57","Publico Alvo 1",NULL,"Mais Seguidores","26.53","10000000"
806,"Campanha 806","2023-11-02","2023-11-03","26730.05","Publico Alvo 2","Sites de Notícias","Mais Seguidores","22.71","4000000"
807,"Campanha 807","2025-01-19","2025-02-07","25156.65","Publico Alvo 3","Redes Sociais","Divulgação","28.09","3000000"
808,"Campanha 808","2022-08-26","2022-08-30","798.44","Publico Alvo 4",NULL,"Divulgação","28.06","4000000"
809,"Campanha 809","2025-02-16","2025-03-13","44961.94","?","Google","Promocional","0.31","1000000"
810,"Campanha 810","2023-01-16","2023-01-19","17523.06","?","Sites de Notícias","Promocional","22.17","10000000"
811,"Campanha 811","2021-09-19","2021-09-22","75741.88","?","Sites de Notícias","Divulgação","2.88","9000000"
812,"Campanha 812","2024-06-20","2024-07-16","2976.32","Publico Alvo 3",NULL,"Promocional","10.92","6000000"
813,"Campanha 813","2023-12-23","2023-12-30","44492.63","?","Redes Sociais",NULL,"27.49","7000000"
814,"Campanha 814","2025-03-31","2025-04-03","79825.48","Publico Alvo 5","Sites de Notícias",NULL,"24.92","8000000"
815,"Campanha 815","2023-12-31","2024-01-28","52697.56","Publico Alvo 1",NULL,"Promocional","28.82","5000000"
816,"Campanha 816","2022-08-18","2022-09-05","74673.70","Publico Alvo 2","Google","Divulgação","1.93","10000000"
817,"Campanha 817","2022-05-20","2022-05-28","16169.21","Publico Alvo 3",NULL,NULL,"28.65","8000000"
818,"Campanha 818","2022-03-09","2022-03-16","17984.50","?","Redes Sociais","Divulgação","24.36","1000000"
819,"Campanha 819","2022-08-10","2022-08-24","1085.35","Publico Alvo 5","Sites de Notícias",NULL,"14.40","5000000"
820,"Campanha 820","2025-02-21","2025-02-23","99270.09","?","Sites de Notícias","Promocional","17.75","8000000"
821,"Campanha 821","2024-02-12","2024-02-20",NULL,"Publico Alvo 2","Sites de Notícias","Mais Seguidores","4.33","10000000"
822,"Campanha 822","2024-12-07","2024-12-09","95922.40","Publico Alvo 3","Redes Sociais","Promocional","26.43","9000000"
823,"Campanha 823","2023-07-10","2023-07-16","86043.79","Publico Alvo 4","Redes Sociais","Mais Seguidores","18.84","5000000"
824,"Campanha 824","2021-08-05","2021-08-30","14398.74","Publico Alvo 5","Sites de Notícias","Mais Seguidores","5.48","5000000"
825,"Campanha 825","2024-05-06","2024-06-01",NULL,"Publico Alvo 1",NULL,"Mais Seguidores","10.12","7000000"
826,"Campanha 826","2023-05-02","2023-05-31","37476.51","Publico Alvo 2","Google","Mais Seguidores","11.18","9000000"
827,"Campanha 827","2023-11-06","2023-11-14","36511.97","Publico Alvo 3","Redes Sociais","Promocional","12.15","4000000"
828,"Campanha 828","2021-08-12","2021-09-09","11730.11","Publico Alvo 4","Sites de Notícias","Mais Seguidores","14.38","8000000"
829,"Campanha 829","2022-02-11","2022-02-24","21059.38","Publico Alvo 5",NULL,"Promocional","8.08","6000000"
830,"Campanha 830","2023-02-08","2023-02-25","54706.01","Publico Alvo 1","Google","Mais Seguidores","21.29","1000000"
831,"Campanha 831","2022-10-06","2022-10-31",NULL,"Publico Alvo 2",NULL,"Promocional","7.26","10000000"
832,"Campanha 832","2023-04-27","2023-05-13","85506.99","Publico Alvo 3","Sites de Notícias","Divulgação","2.28","1000000"
833,"Campanha 833","2021-09-18","2021-10-18","90524.72","Publico Alvo 4","Redes Sociais","Mais Seguidores","10.41","1000000"
834,"Campanha 834","2023-06-09","2023-06-15",NULL,"Publico Alvo 5",NULL,"Promocional","17.75","8000000"
835,"Campanha 835","2021-11-02","2021-11-06","95588.14","Publico Alvo 1","Sites de Notícias","Promocional","1.18","3000000"
836,"Campanha 836","2023-02-25","2023-03-25","98275.64","Publico Alvo 2",NULL,"Divulgação","19.09","5000000"
837,"Campanha 837","2025-05-08","2025-05-24","13990.55","Publico Alvo 3",NULL,"Mais Seguidores","7.36","8000000"
838,"Campanha 838","2022-02-26","2022-03-20","4228.33","Publico Alvo 4","Google","Divulgação","27.63","3000000"
839,"Campanha 839","2023-03-19","2023-04-02","17097.32","Publico Alvo 5","Google","Mais Seguidores","21.65","1000000"
840,"Campanha 840","2024-07-28","2024-08-13","85297.39","Publico Alvo 1","Google",NULL,"27.53","3000000"
841,"Campanha 841","2021-10-23","2021-11-06","26578.72","Publico Alvo 2","Redes Sociais","Divulgação","8.68","9000000"
842,"Campanha 842","2022-02-25","2022-03-07","35542.86","Publico Alvo 3","Sites de Notícias",NULL,"7.26","8000000"
843,"Campanha 843","2022-09-29","2022-10-22",NULL,"?",NULL,"Promocional","22.97","6000000"
844,"Campanha 844","2025-03-08","2025-03-18",NULL,"Publico Alvo 5","Google","Promocional","21.84","10000000"
845,"Campanha 845","2022-01-12","2022-01-28","95931.20","?","Sites de Notícias","Divulgação","2.38","5000000"
846,"Campanha 846","2025-02-04","2025-02-05","97957.78","?","Google","Promocional","8.56","3000000"
847,"Campanha 847","2021-07-13","2021-08-03","70333.75","?","Sites de Notícias",NULL,"7.12","7000000"
848,"Campanha 848","2021-06-30","2021-07-28","73289.25","Publico Alvo 4","Google","Mais Seguidores","27.34","5000000"
849,"Campanha 849","2025-01-29","2025-02-13","8626.09","Publico Alvo 5",NULL,"Promocional","5.85","1000000"
850,"Campanha 850","2023-06-01","2023-06-06","83288.53","Publico Alvo 1",NULL,"Divulgação","25.85","2000000"
851,"Campanha 851","2022-08-27","2022-09-01",NULL,"?",NULL,"Promocional","27.19","6000000"
852,"Campanha 852","2021-08-20","2021-08-26","84376.74","Publico Alvo 3","Sites de Notícias","Promocional","12.02","7000000"
853,"Campanha 853","2023-05-29","2023-06-06","57896.97","?","Sites de Notícias",NULL,"11.53","10000000"
854,"Campanha 854","2023-12-10","2024-01-05","35887.28","Publico Alvo 5","Google",NULL,"9.05","1000000"
855,"Campanha 855","2023-12-27","2024-01-14","9652.25","Publico Alvo 1",NULL,"Divulgação","13.84","10000000"
856,"Campanha 856","2025-02-08","2025-03-02","66261.64","Publico Alvo 2","Redes Sociais","Divulgação","5.82","4000000"
857,"Campanha 857","2025-05-04","2025-06-01","63008.06","?","Redes Sociais","Divulgação","5.97","4000000"
858,"Campanha 858","2025-02-24","2025-03-13","41983.40","Publico Alvo 4","Redes Sociais",NULL,"1.73","9000000"
859,"Campanha 859","2023-11-16","2023-11-27","58013.54","Publico Alvo 5",NULL,"Mais Seguidores","8.36","2000000"
860,"Campanha 860","2025-04-03","2025-04-27","64754.57","Publico Alvo 1",NULL,NULL,"25.33","7000000"
861,"Campanha 861","2022-01-25","2022-02-19","7152.69","Publico Alvo 2","Redes Sociais","Mais Seguidores","18.74","3000000"
862,"Campanha 862","2023-03-08","2023-03-22","68526.14","Publico Alvo 3","Google","Mais Seguidores","27.84","3000000"
863,"Campanha 863","2023-07-30","2023-08-11","83764.00","Publico Alvo 4","Sites de Notícias","Mais Seguidores","2.17","2000000"
864,"Campanha 864","2023-11-20","2023-11-30","93227.42","Publico Alvo 5",NULL,"Divulgação","7.83","1000000"
865,"Campanha 865","2021-11-16","2021-11-20","70935.12","Publico Alvo 1","Sites de Notícias","Promocional","12.98","7000000"
866,"Campanha 866","2024-04-12","2024-04-26","24632.20","Publico Alvo 2","Google",NULL,"2.56","2000000"
867,"Campanha 867","2021-10-14","2021-10-26","7536.72","?","Sites de Notícias",NULL,"7.26","2000000"
868,"Campanha 868","2024-04-26","2024-04-27",NULL,"Publico Alvo 4",NULL,"Promocional","20.89","7000000"
869,"Campanha 869","2024-03-12","2024-03-15",NULL,"Publico Alvo 5","Redes Sociais","Mais Seguidores","18.51","3000000"
870,"Campanha 870","2021-08-29","2021-09-12","61881.10","Publico Alvo 1","Sites de Notícias","Mais Seguidores","13.40","1000000"
871,"Campanha 871","2024-07-26","2024-08-08",NULL,"Publico Alvo 2","Sites de Notícias","Mais Seguidores","29.91","6000000"
872,"Campanha 872","2023-02-21","2023-02-26","81748.02","Publico Alvo 3",NULL,"Divulgação","26.34","7000000"
873,"Campanha 873","2022-11-29","2022-12-29","67859.78","Publico Alvo 4","Redes Sociais","Divulgação","14.67","7000000"
874,"Campanha 874","2024-12-26","2024-12-29",NULL,"Publico Alvo 5","Redes Sociais","Promocional","13.30","9000000"
875,"Campanha 875","2022-08-30","2022-09-17","83705.66","?","Sites de Notícias","Mais Seguidores","21.32","7000000"
876,"Campanha 876","2023-01-27","2023-01-29","74021.12","Publico Alvo 2","Google","Divulgação","20.76","1000000"
877,"Campanha 877","2021-12-25","2021-12-30","47923.71","?","Google","Divulgação","24.13","6000000"
878,"Campanha 878","2023-11-09","2023-12-05",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"13.31","2000000"
879,"Campanha 879","2023-01-17","2023-01-23","66363.68","Publico Alvo 5","Sites de Notícias","Promocional","2.79","1000000"
880,"Campanha 880","2024-01-29","2024-02-14",NULL,"Publico Alvo 1",NULL,"Mais Seguidores","6.29","5000000"
881,"Campanha 881","2025-05-19","2025-05-25","88114.45","Publico Alvo 2",NULL,"Promocional","23.44","5000000"
882,"Campanha 882","2023-05-17","2023-06-10","79533.92","Publico Alvo 3",NULL,"Promocional","8.83","5000000"
883,"Campanha 883","2025-02-11","2025-02-22","91987.24","Publico Alvo 4","Redes Sociais","Mais Seguidores","21.66","3000000"
884,"Campanha 884","2024-07-01","2024-07-10","4077.42","Publico Alvo 5","Redes Sociais","Mais Seguidores","21.24","6000000"
885,"Campanha 885","2025-03-25","2025-04-02","74079.36","Publico Alvo 1","Redes Sociais",NULL,"8.44","10000000"
886,"Campanha 886","2023-10-31","2023-11-15",NULL,"?","Sites de Notícias","Promocional","22.92","7000000"
887,"Campanha 887","2024-08-31","2024-09-15","48305.83","Publico Alvo 3","Google","Promocional","0.77","7000000"
888,"Campanha 888","2025-04-13","2025-04-14",NULL,"?","Google","Divulgação","2.47","10000000"
889,"Campanha 889","2024-11-21","2024-12-08","3649.06","Publico Alvo 5",NULL,"Mais Seguidores","28.54","2000000"
890,"Campanha 890","2024-01-18","2024-02-03","24036.27","?","Redes Sociais","Promocional","1.58","4000000"
891,"Campanha 891","2023-09-06","2023-09-10","4940.78","Publico Alvo 2","Google","Promocional","10.99","4000000"
892,"Campanha 892","2023-04-05","2023-04-22","88085.25","Publico Alvo 3",NULL,"Mais Seguidores","13.91","3000000"
893,"Campanha 893","2022-05-16","2022-05-27",NULL,"?",NULL,NULL,"8.54","9000000"
894,"Campanha 894","2024-09-24","2024-10-24","96181.74","Publico Alvo 5","Sites de Notícias","Divulgação","2.52","7000000"
895,"Campanha 895","2024-06-21","2024-07-08","65275.32","Publico Alvo 1","Redes Sociais","Divulgação","17.03","2000000"
896,"Campanha 896","2022-01-08","2022-01-15",NULL,"Publico Alvo 2",NULL,"Divulgação","19.55","5000000"
897,"Campanha 897","2023-07-05","2023-08-03","68923.85","Publico Alvo 3","Google","Mais Seguidores","13.07","3000000"
898,"Campanha 898","2022-07-09","2022-08-06","46119.63","Publico Alvo 4","Redes Sociais","Divulgação","22.40","3000000"
